ENSG00000184292	1	58567251	58577251	-
ENSG00000204480	1	13361946	13371946	-
ENSG00000177272	1	110664939	110674939	-
ENSG00000215817	1	219603104	219613104	-
ENSG00000187140	1	63322566	63332566	+
ENSG00000203784	1	153203429	153213429	+
ENSG00000203783	1	153217583	153227583	+
ENSG00000203782	1	153259686	153269686	+
ENSG00000176022	1	1232236	1242236	+
ENSG00000229571	1	13070773	13080773	+
ENSG00000230667	1	92065410	92075410	-
ENSG00000187080	1	247965232	247975232	+
ENSG00000180433	1	158754719	158764719	+
ENSG00000198965	1	158472219	158482219	+
ENSG00000198452	1	247617142	247627142	+
ENSG00000279804	1	13216153	13226153	-
ENSG00000215912	1	2791692	2801692	-
ENSG00000179002	1	18849659	18859659	-
ENSG00000284733	1	441677	451677	-
ENSG00000284662	1	676653	686653	-
ENSG00000285053	1	235328570	235338570	+
ENSG00000205116	1	1425870	1435870	+
ENSG00000117152	1	163069360	163079360	+
ENSG00000179930	1	182051711	182061711	-
ENSG00000186150	1	110112442	110122442	+
ENSG00000177606	1	58774046	58784046	-
ENSG00000162771	1	212624473	212634473	+
ENSG00000186086	1	108450342	108460342	+
ENSG00000280267	1	13146008	13156008	-
ENSG00000241128	1	247738140	247748140	-
ENSG00000156097	1	109539871	109549871	+
ENSG00000116745	1	68439953	68449953	-
ENSG00000285777	1	173659836	173669836	-
ENSG00000198841	1	52023809	52033809	-
ENSG00000143178	1	168280876	168290876	+
ENSG00000180667	1	207041207	207051207	-
ENSG00000185668	1	38036792	38046792	-
ENSG00000284188	1	244721014	244731014	-
ENSG00000288859	1	149851060	149861060	+
ENSG00000288460	1	158118300	158128300	-
ENSG00000143631	1	152315238	152325238	-
ENSG00000143520	1	152350005	152360005	-
ENSG00000198854	1	152719521	152729521	+
ENSG00000285946	1	152859995	152869995	+
ENSG00000116996	1	237880921	237890921	-
ENSG00000289721	1	158992750	159002750	-
ENSG00000215695	1	15659712	15669712	+
ENSG00000271425	1	146134803	146144803	-
ENSG00000203730	1	182390666	182400666	-
ENSG00000121446	1	182450145	182460145	+
ENSG00000158022	1	26057629	26067629	-
ENSG00000283227	1	152947205	152957205	+
ENSG00000196427	1	108234075	108244075	-
ENSG00000272031	1	145954574	145964574	-
ENSG00000153904	1	85455158	85465158	-
ENSG00000143067	1	119638265	119648265	-
ENSG00000162624	1	75134387	75144387	+
ENSG00000187608	1	1013496	1023496	+
ENSG00000243480	1	103617426	103627426	+
ENSG00000143315	1	160021989	160031989	-
ENSG00000198626	1	237042183	237052183	+
ENSG00000232113	1	173635337	173645337	+
ENSG00000122432	1	84506385	84516385	+
ENSG00000271383	1	149475044	149485044	+
ENSG00000248485	1	161258744	161268744	+
ENSG00000182183	1	52633167	52643167	+
ENSG00000162877	1	205840131	205850131	-
ENSG00000198842	1	167094074	167104074	+
ENSG00000142619	1	17249097	17259097	+
ENSG00000203785	1	153084525	153094525	-
ENSG00000188800	1	40247936	40257936	+
ENSG00000131914	1	26410816	26420816	+
ENSG00000020633	1	24920275	24930275	-
ENSG00000067334	1	93869205	93879205	-
ENSG00000121933	1	111493632	111503632	-
ENSG00000250719	1	46166487	46176487	-
ENSG00000155366	1	112697126	112707126	-
ENSG00000174371	1	241848203	241858203	+
ENSG00000189171	1	153617504	153627504	-
ENSG00000188931	1	161357875	161367875	-
ENSG00000189433	1	34759739	34769739	+
ENSG00000198815	1	42325234	42335234	-
ENSG00000135750	1	233614105	233624105	+
ENSG00000137996	1	100266215	100276215	+
ENSG00000163263	1	154196332	154206332	-
ENSG00000078900	1	3652515	3662515	+
ENSG00000197106	1	110150493	110160493	+
ENSG00000188290	1	990096	1000096	-
ENSG00000158715	1	205670508	205680508	-
ENSG00000152760	1	66752458	66762458	+
ENSG00000174567	1	204203987	204213987	-
ENSG00000142937	1	44775539	44785539	+
ENSG00000143376	1	151612049	151622049	+
ENSG00000134201	1	109712250	109722250	+
ENSG00000142623	1	17205127	17215127	+
ENSG00000122180	1	203076011	203086011	-
ENSG00000054277	1	241630368	241640368	-
ENSG00000142871	1	85580760	85590760	+
ENSG00000157216	1	54396393	54406393	-
ENSG00000162745	1	162013868	162023868	-
ENSG00000142677	1	24133139	24143139	-
ENSG00000117748	1	27904574	27914574	-
ENSG00000054116	1	36139485	36149485	-
ENSG00000175130	1	32326232	32336232	-
ENSG00000213064	1	168226003	168236003	+
ENSG00000204006	1	51102227	51112227	+
ENSG00000134262	1	113894798	113904798	-
ENSG00000162426	1	8318113	8328113	+
ENSG00000143507	1	221732088	221742088	-
ENSG00000097046	1	91500850	91510850	+
ENSG00000117477	1	169417473	169427473	-
ENSG00000162398	1	54806062	54816062	+
ENSG00000186007	1	205412055	205422055	-
ENSG00000162676	1	92476924	92486924	-
ENSG00000118873	1	220262452	220272452	-
ENSG00000158710	1	159915506	159925506	-
ENSG00000162407	1	56569562	56579562	-
ENSG00000143751	1	225989342	225999342	-
ENSG00000079739	1	63593410	63603410	+
ENSG00000058673	1	203795622	203805622	+
ENSG00000065600	1	212404885	212414885	-
ENSG00000134697	1	37585936	37595936	-
ENSG00000213281	1	114706770	114716770	-
ENSG00000184454	1	24556086	24566086	+
ENSG00000203965	1	63523524	63533524	+
ENSG00000117394	1	42948867	42958867	-
ENSG00000213190	1	151060396	151070396	+
ENSG00000183431	1	37980021	37990021	-
ENSG00000180488	1	77779648	77789648	+
ENSG00000184005	1	76074745	76084745	+
ENSG00000135870	1	174012356	174022356	-
ENSG00000116138	1	15526847	15536847	+
ENSG00000066557	1	70195578	70205578	-
ENSG00000134183	1	109609615	109619615	-
ENSG00000162772	1	212608760	212618760	+
ENSG00000120332	1	175067832	175077832	+
ENSG00000163131	1	150755777	150765777	-
ENSG00000143590	1	155078836	155088836	+
ENSG00000173436	1	19596978	19606978	+
ENSG00000157077	1	52142088	52152088	+
ENSG00000185483	1	63774016	63784016	+
ENSG00000171872	1	44118820	44128820	+
ENSG00000157978	1	25543605	25553605	+
ENSG00000123689	1	209675411	209685411	+
ENSG00000143032	1	90707301	90717301	-
ENSG00000169885	1	1915259	1925259	+
ENSG00000143851	1	202150601	202160601	-
ENSG00000188585	1	178486963	178496963	-
ENSG00000116761	1	70411267	70421267	+
ENSG00000172031	1	92029984	92039984	+
ENSG00000188770	1	203494152	203504152	+
ENSG00000049245	1	7771295	7781295	+
ENSG00000009307	1	114747983	114757983	-
ENSG00000116667	1	184387028	184397028	+
ENSG00000162494	1	13504002	13514002	-
ENSG00000182795	1	207022755	207032755	-
ENSG00000116661	1	11644428	11654428	-
ENSG00000179085	1	155130530	155140530	-
ENSG00000182866	1	32251264	32261264	+
ENSG00000133059	1	205201701	205211701	-
ENSG00000116906	1	231241211	231251211	+
ENSG00000243709	1	225879145	225889145	-
ENSG00000158109	1	3625014	3635014	+
ENSG00000050628	1	71037815	71047815	-
ENSG00000134250	1	120059661	120069661	-
ENSG00000054523	1	10210569	10220569	+
ENSG00000116824	1	116754429	116764429	+
ENSG00000154007	1	75922403	75932403	-
ENSG00000018625	1	160115758	160125758	+
ENSG00000168264	1	234600177	234610177	-
ENSG00000135842	1	184964507	184974507	-
ENSG00000130764	1	3786497	3796497	-
ENSG00000157131	1	56854796	56864796	+
ENSG00000155816	1	240091882	240101882	+
ENSG00000143322	1	179219676	179229676	-
ENSG00000241563	1	10450030	10460030	+
ENSG00000143390	1	151337251	151347251	-
ENSG00000168118	1	229271110	229281110	+
ENSG00000143278	1	197057259	197067259	-
ENSG00000107404	1	1339417	1349417	-
ENSG00000162664	1	89995109	90005109	+
ENSG00000117335	1	207752053	207762053	+
ENSG00000180875	1	240602154	240612154	-
ENSG00000162896	1	206936465	206946465	-
ENSG00000123836	1	207053274	207063274	+
ENSG00000134376	1	197268251	197278251	+
ENSG00000084072	1	39738881	39748881	+
ENSG00000185860	1	162851174	162861174	-
ENSG00000182749	1	25865707	25875707	-
ENSG00000142615	1	15456731	15466731	+
ENSG00000143344	1	183805119	183815119	+
ENSG00000162769	1	212858274	212868274	+
ENSG00000186205	1	220786912	220796912	+
ENSG00000049089	1	40307285	40317285	-
ENSG00000053371	1	19302143	19312143	-
ENSG00000174827	1	145697367	145707367	-
ENSG00000126091	1	43707535	43717535	+
ENSG00000168159	1	228487381	228497381	+
ENSG00000153207	1	246921947	246931947	-
ENSG00000203985	1	54008185	54018185	-
ENSG00000027644	1	156849116	156859116	-
ENSG00000131238	1	40087251	40097251	-
ENSG00000188092	1	147928419	147938419	+
ENSG00000171612	1	9539464	9549464	+
ENSG00000184007	1	31928367	31938367	-
ENSG00000152092	1	177154711	177164711	-
ENSG00000119535	1	36472912	36482912	-
ENSG00000213085	1	159890164	159900164	-
ENSG00000081019	1	113802475	113812475	-
ENSG00000162545	1	20476209	20486209	-
ENSG00000135835	1	180912896	180922896	+
ENSG00000134744	1	52543091	52553091	-
ENSG00000132485	1	71071034	71081034	-
ENSG00000158764	1	160944808	160954808	-
ENSG00000117408	1	43946949	43956949	+
ENSG00000116497	1	32817652	32827652	+
ENSG00000143612	1	154210589	154220589	-
ENSG00000143437	1	150866598	150876598	-
ENSG00000117410	1	43974959	43984959	+
ENSG00000131788	1	145849080	145859080	-
ENSG00000143811	1	225914249	225924249	-
ENSG00000178028	1	44213470	44223470	+
ENSG00000162836	1	147660523	147670523	-
ENSG00000117592	1	173477334	173487334	+
ENSG00000058453	1	16921930	16931930	+
ENSG00000042781	1	216413447	216423447	-
ENSG00000143158	1	167927071	167937071	-
ENSG00000126070	1	35931104	35941104	+
ENSG00000131686	1	8945867	8955867	+
ENSG00000173614	1	9943474	9953474	+
ENSG00000066185	1	42446021	42456021	-
ENSG00000116922	1	37680528	37690528	-
ENSG00000143595	1	154321092	154331092	+
ENSG00000084636	1	31694016	31704016	-
ENSG00000163393	1	115976512	115986512	+
ENSG00000143337	1	179882284	179892284	+
ENSG00000198520	1	44674713	44684713	+
ENSG00000134215	1	107955179	107965179	-
ENSG00000196240	1	248445636	248455636	+
ENSG00000173728	1	244352634	244362634	+
ENSG00000142687	1	35547402	35557402	-
ENSG00000169291	1	154492411	154502411	-
ENSG00000183726	1	25338333	25348333	+
ENSG00000286106	1	120723944	120733944	+
ENSG00000025800	1	32108055	32118055	+
ENSG00000116863	1	36088891	36098891	+
ENSG00000117859	1	51617091	51627091	+
ENSG00000117533	1	171732064	171742064	-
ENSG00000184599	1	112718904	112728904	+
ENSG00000130695	1	26234199	26244199	+
ENSG00000009780	1	27725960	27735960	+
ENSG00000213366	1	109668056	109678056	+
ENSG00000173846	1	44800376	44810376	+
ENSG00000117501	1	170935533	170945533	+
ENSG00000143498	1	222579932	222589932	-
ENSG00000213516	1	88982628	88992628	-
ENSG00000168509	1	146011734	146021734	-
ENSG00000069248	1	229498340	229508340	-
ENSG00000117691	1	212432919	212442919	+
ENSG00000154222	1	52356204	52366204	-
ENSG00000163565	1	159009906	159019906	+
ENSG00000119285	1	236594515	236604515	-
ENSG00000142784	1	27234631	27244631	+
ENSG00000163159	1	151180196	151190196	-
ENSG00000117461	1	46122628	46132628	-
ENSG00000127472	1	20070193	20080193	+
ENSG00000163155	1	151155901	151165901	-
ENSG00000197769	1	241989097	241999097	-
ENSG00000171824	1	11089868	11099868	-
ENSG00000177807	1	160060159	160070159	-
ENSG00000198400	1	156860864	156870864	+
ENSG00000117226	1	89012865	89022865	-
ENSG00000133067	1	202193798	202203798	+
ENSG00000143217	1	161079557	161089557	-
ENSG00000117322	1	207454327	207464327	+
ENSG00000186517	1	161059890	161069890	-
ENSG00000162636	1	108560099	108570099	+
ENSG00000154511	1	92951461	92961461	-
ENSG00000117010	1	40531636	40541636	+
ENSG00000143369	1	150508108	150518108	+
ENSG00000162571	1	1173879	1183879	+
ENSG00000198799	1	113073197	113083197	+
ENSG00000143224	1	161166425	161176425	+
ENSG00000054118	1	36224442	36234442	+
ENSG00000027869	1	156806847	156816847	-
ENSG00000184371	1	109910848	109920848	+
ENSG00000142765	1	27342021	27352021	+
ENSG00000179639	1	159302335	159312335	+
ENSG00000143320	1	156695582	156705582	-
ENSG00000117834	1	48222715	48232715	+
ENSG00000162817	1	220690362	220700362	+
ENSG00000263528	1	206470475	206480475	+
ENSG00000263961	1	206053172	206063172	+
ENSG00000143457	1	150687153	150697153	-
ENSG00000142751	1	26880282	26890282	-
ENSG00000143858	1	202700453	202710453	-
ENSG00000174021	1	84496580	84506580	-
ENSG00000117595	1	209796141	209806141	-
ENSG00000077254	1	77749851	77759851	-
ENSG00000174332	1	53729163	53739163	-
ENSG00000163431	1	201936547	201946547	-
ENSG00000131236	1	40040728	40050728	+
ENSG00000123080	1	50970244	50980244	+
ENSG00000198952	1	156272824	156282824	-
ENSG00000163382	1	156591775	156601775	+
ENSG00000257315	1	203795622	203805622	+
ENSG00000214114	1	38863347	38873347	-
ENSG00000132185	1	161707228	161717228	+
ENSG00000157211	1	54142999	54152999	-
ENSG00000198892	1	201888897	201898897	+
ENSG00000057252	1	179293796	179303796	+
ENSG00000170382	1	204675737	204685737	-
ENSG00000160781	1	156238055	156248055	-
ENSG00000116785	1	196774839	196784839	+
ENSG00000137968	1	75601113	75611113	-
ENSG00000186118	1	46671853	46681853	+
ENSG00000116871	1	36156159	36166159	+
ENSG00000179546	1	23207501	23217501	-
ENSG00000162604	1	61715140	61725140	-
ENSG00000162729	1	160088618	160098618	-
ENSG00000137936	1	93671836	93681836	-
ENSG00000178585	1	9900268	9910268	-
ENSG00000117479	1	169475943	169485943	-
ENSG00000162931	1	228406860	228416860	-
ENSG00000134216	1	111290850	111300850	+
ENSG00000158481	1	158289922	158299922	+
ENSG00000203697	1	223655700	223665700	-
ENSG00000186364	1	145845629	145855629	+
ENSG00000157184	1	53196823	53206823	+
ENSG00000184330	1	153416519	153426519	+
ENSG00000143512	1	222538103	222548103	-
ENSG00000213625	1	65420667	65430667	+
ENSG00000196449	1	37798207	37808207	-
ENSG00000116147	1	175733594	175743594	-
ENSG00000204160	1	26826687	26836687	+
ENSG00000117114	1	81800933	81810933	+
ENSG00000149527	1	2476288	2486288	+
ENSG00000143367	1	151540308	151550308	+
ENSG00000117862	1	52045190	52055190	-
ENSG00000171357	1	46203333	46213333	+
ENSG00000186063	1	222702490	222712490	-
ENSG00000143622	1	155901348	155911348	-
ENSG00000265808	1	120166519	120176519	-
ENSG00000173369	1	22653235	22663235	+
ENSG00000235098	1	1411275	1421275	-
ENSG00000268043	1	146938323	146948323	+
ENSG00000170075	1	202122916	202132916	+
ENSG00000183615	1	32247221	32257221	+
ENSG00000142920	1	33081152	33091152	+
ENSG00000085552	1	159935612	159945612	-
ENSG00000143207	1	176197285	176207285	-
ENSG00000143614	1	153912971	153922971	-
ENSG00000142961	1	46606810	46616810	-
ENSG00000151414	1	198156997	198166997	+
ENSG00000130768	1	27934999	27944999	+
ENSG00000162409	1	56645313	56655313	+
ENSG00000187048	1	46931475	46941475	-
ENSG00000069702	1	91876150	91886150	-
ENSG00000116703	1	186451113	186461113	-
ENSG00000116299	1	109114114	109124114	+
ENSG00000171806	1	169784906	169794906	-
ENSG00000132704	1	157767131	157777131	-
ENSG00000188807	1	9588910	9598910	+
ENSG00000116521	1	155252359	155262359	-
ENSG00000143106	1	109416447	109426447	-
ENSG00000127423	1	25849456	25859456	-
ENSG00000160051	1	32205670	32215670	+
ENSG00000160688	1	154983343	154993343	+
ENSG00000116396	1	110210313	110220313	+
ENSG00000186141	1	145824199	145834199	+
ENSG00000074964	1	17539697	17549697	+
ENSG00000116459	1	111449463	111459463	+
ENSG00000162396	1	54754522	54764522	-
ENSG00000085491	1	108190342	108200342	-
ENSG00000117597	1	209827971	209837971	+
ENSG00000162894	1	206911940	206921940	-
ENSG00000126705	1	27594143	27604143	-
ENSG00000143799	1	226398092	226408092	-
ENSG00000081985	1	67307872	67317872	+
ENSG00000143374	1	150487418	150497418	+
ENSG00000078808	1	1222000	1232000	-
ENSG00000132698	1	156061159	156071159	+
ENSG00000162373	1	48766890	48776890	-
ENSG00000162852	1	246566455	246576455	+
ENSG00000276600	1	205993394	206003394	-
ENSG00000116791	1	74723049	74733049	-
ENSG00000117601	1	173907326	173917326	-
ENSG00000143545	1	153976338	153986338	-
ENSG00000221978	1	1389334	1399334	-
ENSG00000162490	1	11691709	11701709	+
ENSG00000143297	1	157542514	157552514	-
ENSG00000137960	1	78045965	78055965	+
ENSG00000152104	1	214541601	214551601	-
ENSG00000116833	1	200027709	200037709	+
ENSG00000162753	1	173593071	173603071	-
ENSG00000187634	1	923922	933922	+
ENSG00000188257	1	19969617	19979617	-
ENSG00000170989	1	101237018	101247018	+
ENSG00000182118	1	231030253	231040253	-
ENSG00000162739	1	160513254	160523254	-
ENSG00000126106	1	44664480	44674480	-
ENSG00000162613	1	77969071	77979071	-
ENSG00000196189	1	156153584	156163584	+
ENSG00000187801	1	40450475	40460475	+
ENSG00000134716	1	59916772	59926772	-
ENSG00000122406	1	92832039	92842039	+
ENSG00000185420	1	246497278	246507278	-
ENSG00000067533	1	218285292	218295292	+
ENSG00000162522	1	32741829	32751829	+
ENSG00000130762	1	3454664	3464664	+
ENSG00000134717	1	52056294	52066294	+
ENSG00000187815	1	40477289	40487289	+
ENSG00000213047	1	197765479	197775479	-
ENSG00000185278	1	173868379	173878379	+
ENSG00000143303	1	156728468	156738468	+
ENSG00000160838	1	156920631	156930631	+
ENSG00000142684	1	26169907	26179907	+
ENSG00000134186	1	108692309	108702309	+
ENSG00000158769	1	161011151	161021151	-
ENSG00000117707	1	213987972	213997972	+
ENSG00000162695	1	100896089	100906089	+
ENSG00000158488	1	158353893	158363893	+
ENSG00000117616	1	25237453	25247453	-
ENSG00000117481	1	46340806	46350806	+
ENSG00000117385	1	42757027	42767027	-
ENSG00000136634	1	206762493	206772493	-
ENSG00000185499	1	155182914	155192914	-
ENSG00000168710	1	109984764	109994764	+
ENSG00000162599	1	61082560	61092560	+
ENSG00000117036	1	157128394	157138394	-
ENSG00000163209	1	153001748	153011748	+
ENSG00000142657	1	10399063	10409063	+
ENSG00000117419	1	44345256	44355256	-
ENSG00000023572	1	193095413	193105413	-
ENSG00000010932	1	171248493	171258493	+
ENSG00000116133	1	54877194	54887194	-
ENSG00000143028	1	109466545	109476545	+
ENSG00000175137	1	248815914	248825914	-
ENSG00000092607	1	118978342	118988342	-
ENSG00000132855	1	62597519	62607519	+
ENSG00000263513	1	143961985	143971985	-
ENSG00000162704	1	183625782	183635782	-
ENSG00000055732	1	85038499	85048499	-
ENSG00000177301	1	110596357	110606357	-
ENSG00000127125	1	42456542	42466542	+
ENSG00000116678	1	65420667	65430667	+
ENSG00000143624	1	153728049	153738049	+
ENSG00000135837	1	179954809	179964809	+
ENSG00000143185	1	168533996	168543996	-
ENSG00000162873	1	205346921	205356921	-
ENSG00000048707	1	12230029	12240029	+
ENSG00000188529	1	23970326	23980326	-
ENSG00000171163	1	248849084	248859084	-
ENSG00000117020	1	243840242	243850242	-
ENSG00000163125	1	150364146	150374146	+
ENSG00000159352	1	151254733	151264733	+
ENSG00000116586	1	156054781	156064781	+
ENSG00000127463	1	19241523	19251523	-
ENSG00000134242	1	113861711	113871711	-
ENSG00000116560	1	35183144	35193144	-
ENSG00000188610	1	121174339	121184339	-
ENSG00000116478	1	32292082	32302082	+
ENSG00000204624	1	11479154	11489154	+
ENSG00000004487	1	23019467	23029467	+
ENSG00000163472	1	156284324	156294324	+
ENSG00000243710	1	43172329	43182329	+
ENSG00000143199	1	167904133	167914133	-
ENSG00000171793	1	40979695	40989695	+
ENSG00000158615	1	204401816	204411816	-
ENSG00000014914	1	149926878	149936878	-
ENSG00000142655	1	10474949	10484949	+
ENSG00000171680	1	6481666	6491666	-
ENSG00000143458	1	151070760	151080760	+
ENSG00000162747	1	161621175	161631175	-
ENSG00000121769	1	31363075	31373075	-
ENSG00000162511	1	30747773	30757773	-
ENSG00000067704	1	220094131	220104131	+
ENSG00000253304	1	29113902	29123902	-
ENSG00000264343	1	146219020	146229020	-
ENSG00000143776	1	227308491	227318491	-
ENSG00000143603	1	154860280	154870280	-
ENSG00000136643	1	213051240	213061240	+
ENSG00000073754	1	157831807	157841807	-
ENSG00000157916	1	2391840	2401840	+
ENSG00000117298	1	21280462	21290462	-
ENSG00000076321	1	173714980	173724980	+
